disc_code,year,discipline,disc,otherpostgraduate,bachelor,otherundergraduate,enablingcourses,nonawardcourses,totaleftsl,doctorate,masters,stud_contrib,band,disc_accval,treat,treat_group,disc_num,dup,gap,_spell,_seq,_end,length,short,t,ln_bachelor,ln_stud_contrib,dem_bachelor,ln_dem_bachelor,de_treat,np1,np2,event_time1,event_time2,event_time
010199,2018,mathematical sciences,mathematicalsciences,186,10307,833,1644,61,13583,77,476,4520,2,Mathematical Sciences n.e.c.,0,1,mathematicalsciences,0,0,1,13,1,13,0,12,9.2405787,8.4162674,1235,.1376667,1,0,1,,6,6
010300,2006,physics and astronomy,physicsandastronomy,27,1956,20,57,9,2242,125,48,4520,2,Physics and Astronomy,0,1,physicsandastronomy,0,0,1,1,0,13,0,0,7.5786567,8.4162674,-315.76929,-.14628029,0,0,1,,-6,-6
010300,2007,physics and astronomy,physicsandastronomy,27,2001,32,64,8,2296,122,41,4520,2,Physics and Astronomy,0,1,physicsandastronomy,0,0,1,2,0,13,0,1,7.6014023,8.4162674,-270.76929,-.12353468,0,0,1,,-5,-5
010300,2008,physics and astronomy,physicsandastronomy,23,2005,41,77,13,2326,107,60,4520,2,Physics and Astronomy,0,1,physicsandastronomy,0,0,1,3,0,13,0,2,7.6033993,8.4162674,-266.76929,-.12153769,0,0,1,,-4,-4
010300,2009,physics and astronomy,physicsandastronomy,32,2139,54,87,11,2534,116,94,4520,NP,Physics and Astronomy,1,1,physicsandastronomy,0,0,1,4,0,13,0,3,7.6680937,8.4162674,-132.76929,-.056843281,0,0,1,,-3,-3
010300,2010,physics and astronomy,physicsandastronomy,33,2268,69,111,15,2679,101,82,4520,NP,Physics and Astronomy,1,1,physicsandastronomy,0,0,1,5,0,13,0,4,7.7266536,8.4162674,-3.7692871,.0017166138,0,0,1,,-2,-2
010300,2011,physics and astronomy,physicsandastronomy,29,2310,68,118,14,2703,91,73,4520,NP,Physics and Astronomy,1,1,physicsandastronomy,0,0,1,6,0,13,0,5,7.7450027,8.4162674,38.230713,.020065784,0,0,1,,-1,-1
010300,2012,physics and astronomy,physicsandastronomy,27,2347,77,107,14,2750,111,65,4520,NA,NA,1,1,physicsandastronomy,0,0,1,7,0,13,0,6,7.7608933,8.4162674,75.230713,.035956383,0,0,1,,0,0
010300,2013,physics and astronomy,physicsandastronomy,28,2503,78,123,10,2930,117,70,4520,2,Physics and Astronomy,0,1,physicsandastronomy,0,0,1,8,0,13,0,7,7.8252454,8.4162674,231.23071,.10030842,1,0,1,,1,1
010300,2014,physics and astronomy,physicsandastronomy,24,2477,73,132,9,2858,86,57,4520,2,Physics and Astronomy,0,1,physicsandastronomy,0,0,1,9,0,13,0,8,7.8148036,8.4162674,205.23071,.089866638,1,0,1,,2,2
010300,2015,physics and astronomy,physicsandastronomy,20,2483,102,103,9,2910,116,77,4520,2,Physics and Astronomy,0,1,physicsandastronomy,0,0,1,10,0,13,0,9,7.8172226,8.4162674,211.23071,.092285633,1,0,1,,3,3
010300,2016,physics and astronomy,physicsandastronomy,21,2427,118,111,14,2881,103,86,4520,2,Physics and Astronomy,0,1,physicsandastronomy,0,0,1,11,0,13,0,10,7.7944112,8.4162674,155.23071,.06947422,1,0,1,,4,4
010300,2017,physics and astronomy,physicsandastronomy,19,2349,127,95,8,2796,107,92,4520,2,Physics and Astronomy,0,1,physicsandastronomy,0,0,1,12,0,13,0,11,7.761745,8.4162674,77.230713,.036808014,1,0,1,,5,5
010300,2018,physics and astronomy,physicsandastronomy,18,2268,137,89,7,2696,87,89,4520,2,Physics and Astronomy,0,1,physicsandastronomy,0,0,1,13,1,13,0,12,7.7266536,8.4162674,-3.7692871,.0017166138,1,0,1,,6,6
010599,2006,chemical sciences,chemicalsciences,24,3656,10,181,28,4067,147,20,6979,2,Chemical Sciences nec,0,0,chemicalsciences,0,0,1,1,0,13,0,0,8.2041254,8.8506613,-760.53857,-.18203545,0,0,1,,-6,-6
010599,2007,chemical sciences,chemicalsciences,15,3729,37,196,27,4163,136,24,7118,2,Chemical Sciences nec,0,0,chemicalsciences,0,0,1,2,0,13,0,1,8.2238951,8.8703823,-687.53857,-.16226578,0,0,1,,-5,-5
010599,2008,chemical sciences,chemicalsciences,16,3579,46,204,25,4054,159,24,7260,2,Chemical Sciences nec,0,0,chemicalsciences,0,0,1,3,0,13,0,2,8.1828384,8.8901348,-837.53857,-.20332241,0,0,1,,-4,-4
010599,2009,chemical sciences,chemicalsciences,21,3908,56,251,22,4436,152,27,4162,NP,Chemical Sciences nec,0,0,chemicalsciences,0,0,1,4,0,13,0,3,8.2707806,8.3337507,-508.53857,-.11538029,0,0,1,,-3,-3
010599,2010,chemical sciences,chemicalsciences,21,4353,80,316,25,4985,148,42,4249,NP,Chemical Sciences nec,0,0,chemicalsciences,0,0,1,5,0,13,0,4,8.3786201,8.3544388,-63.538574,-.0075407028,0,0,1,,-2,-2
010599,2011,chemical sciences,chemicalsciences,21,4406,94,315,27,5058,155,40,4355,NP,Chemical Sciences nec,0,0,chemicalsciences,0,0,1,6,0,13,0,5,8.3907223,8.3790798,-10.538574,.0045614243,0,0,1,,-1,-1
010599,2012,chemical sciences,chemicalsciences,21,4787,82,296,25,5404,149,44,4520,NA,NA,0,0,chemicalsciences,0,0,1,7,0,13,0,6,8.4736595,8.4162674,370.46143,.087498665,0,0,1,,0,0
010599,2013,chemical sciences,chemicalsciences,17,4963,101,273,20,5543,135,34,8363,2,Chemical Sciences nec,0,0,chemicalsciences,0,0,1,8,0,13,0,7,8.5097656,9.0315723,546.46143,.12360477,1,0,1,,1,1
010599,2014,chemical sciences,chemicalsciences,21,4976,101,285,19,5583,132,49,8613,2,Chemical Sciences nec,0,0,chemicalsciences,0,0,1,9,0,13,0,8,8.5123816,9.0610275,559.46143,.1262207,1,0,1,,2,2
010599,2015,chemical sciences,chemicalsciences,12,4925,100,235,17,5525,169,68,8768,2,Chemical Sciences nec,0,0,chemicalsciences,0,0,1,10,0,13,0,9,8.50208,9.0788641,508.46143,.11591911,1,0,1,,3,3
010599,2016,chemical sciences,chemicalsciences,12,4929,156,230,21,5537,136,53,8917,2,Chemical Sciences nec,0,0,chemicalsciences,0,0,1,11,0,13,0,10,8.5028915,9.0957146,512.46143,.11673069,1,0,1,,4,4
010599,2017,chemical sciences,chemicalsciences,8,4660,160,201,23,5242,122,68,9050,2,Chemical Sciences n.e.c.,0,0,chemicalsciences,0,0,1,12,0,13,0,11,8.4467707,9.1105204,243.46143,.060609818,1,0,1,,5,5
010599,2018,chemical sciences,chemicalsciences,9,4544,155,192,20,5134,161,53,9185,2,Chemical Sciences n.e.c.,0,0,chemicalsciences,0,0,1,13,1,13,0,12,8.4215631,9.1253271,127.46143,.035402298,1,0,1,,6,6
010799,2006,earth sciences,earthsciences,30,849,20,27,10,1044,65,43,6979,2,Earth Sciences nec,0,1,earthsciences,0,0,1,1,0,13,0,0,6.7440591,8.8506613,-173.84613,-.17306376,0,0,1,,-6,-6
010799,2007,earth sciences,earthsciences,35,917,28,32,8,1146,71,55,7118,2,Earth Sciences nec,0,1,earthsciences,0,0,1,2,0,13,0,1,6.8211074,8.8703823,-105.84613,-.096015453,0,0,1,,-5,-5
010799,2008,earth sciences,earthsciences,37,957,34,29,13,1166,44,53,7260,2,Earth Sciences nec,0,1,earthsciences,0,0,1,3,0,13,0,2,6.8638034,8.8901348,-65.84613,-.053319454,0,0,1,,-4,-4
010799,2009,earth sciences,earthsciences,42,1107,26,33,9,1336,64,56,4162,NP,Earth Sciences nec,1,1,earthsciences,0,0,1,4,0,13,0,3,7.009409,8.3337507,84.15387,.09228611,0,0,1,,-3,-3
010799,2010,earth sciences,earthsciences,45,1116,np,42,< 10,1397,92,62,4249,NP,Earth Sciences nec,1,1,earthsciences,0,0,1,5,0,13,0,4,7.0175061,8.3544388,93.15387,.10038328,0,0,1,,-2,-2
010799,2011,earth sciences,earthsciences,49,1177,23,36,8,1441,72,76,4355,NP,Earth Sciences nec,1,1,earthsciences,0,0,1,6,0,13,0,5,7.070724,8.3790798,154.15387,.15360117,0,0,1,,-1,-1
010799,2012,earth sciences,earthsciences,58,1317,32,41,6,1605,79,72,4520,NP,Earth Sciences nec,1,1,earthsciences,0,0,1,7,0,13,0,6,7.1831117,8.4162674,294.15387,.26598883,0,0,1,,0,0
010799,2013,earth sciences,earthsciences,56,1294,35,33,5,1598,100,75,8363,2,Earth Sciences nec,0,1,earthsciences,0,0,1,8,0,13,0,7,7.1654935,9.0315723,271.15387,.24837065,1,0,1,,1,1
010799,2014,earth sciences,earthsciences,42,1114,14,28,3,1392,93,98,8613,2,Earth Sciences nec,0,1,earthsciences,0,0,1,9,0,13,0,8,7.0157123,9.0610275,91.15387,.09858942,1,0,1,,2,2
010799,2015,earth sciences,earthsciences,38,930,16,26,2,1202,87,104,8768,2,Earth Sciences nec,0,1,earthsciences,0,0,1,10,0,13,0,9,6.8351846,9.0788641,-92.84613,-.081938267,1,0,1,,3,3
010799,2016,earth sciences,earthsciences,21,880,23,18,1,1128,97,88,8917,2,Earth Sciences nec,0,1,earthsciences,0,0,1,11,0,13,0,10,6.779922,9.0957146,-142.84613,-.13720083,1,0,1,,4,4
010799,2017,earth sciences,earthsciences,28,843,24,19,2,1046,51,80,9050,2,Earth Sciences n.e.c.,0,1,earthsciences,0,0,1,12,0,13,0,11,6.7369671,9.1105204,-179.84613,-.18015575,1,0,1,,5,5
010799,2018,earth sciences,earthsciences,30,796,21,9,2,965,44,64,9185,2,Earth Sciences n.e.c.,0,1,earthsciences,0,0,1,13,1,13,0,12,6.6795993,9.1253271,-226.84613,-.23752356,1,0,1,,6,6
010999,2006,biological sciences,biologicalsciences,193,10593,105,119,79,11772,538,146,6979,2,Biological Sciences nec,0,1,biologicalsciences,0,0,1,1,0,13,0,0,9.2679491,8.8506613,-3540.6152,-.27576828,0,0,1,,-6,-6
010999,2007,biological sciences,biologicalsciences,185,11206,93,153,76,12352,482,157,7118,2,Biological Sciences nec,0,1,biologicalsciences,0,0,1,2,0,13,0,1,9.3242044,8.8703823,-2927.6152,-.21951294,0,0,1,,-5,-5
010999,2008,biological sciences,biologicalsciences,161,11161,99,181,76,12331,466,187,7260,2,Biological Sciences nec,0,1,biologicalsciences,0,0,1,3,0,13,0,2,9.3201809,8.8901348,-2972.6152,-.22353649,0,0,1,,-4,-4
010999,2009,biological sciences,biologicalsciences,170,11944,105,289,68,13268,464,230,4162,NP,Biological Sciences nec,1,1,biologicalsciences,0,0,1,4,0,13,0,3,9.3879843,8.3337507,-2189.6152,-.15573311,0,0,1,,-3,-3
010999,2010,biological sciences,biologicalsciences,193,13278,140,348,75,14822,467,321,4249,NP,Biological Sciences nec,1,1,biologicalsciences,0,0,1,5,0,13,0,4,9.4938641,8.3544388,-855.61523,-.049853325,0,0,1,,-2,-2
010999,2011,biological sciences,biologicalsciences,213,13759,161,362,94,15357,443,324,4355,NP,Biological Sciences nec,1,1,biologicalsciences,0,0,1,6,0,13,0,5,9.5294485,8.3790798,-374.61523,-.014268875,0,0,1,,-1,-1
010999,2012,biological sciences,biologicalsciences,197,14746,166,416,94,16352,442,291,4520,NP,Biological Sciences nec,1,1,biologicalsciences,0,0,1,7,0,13,0,6,9.5987272,8.4162674,612.38477,.055009842,0,0,1,,0,0
010999,2013,biological sciences,biologicalsciences,204,15541,212,409,101,17198,402,329,8363,2,Biological Sciences nec,0,1,biologicalsciences,0,0,1,8,0,13,0,7,9.6512365,9.0315723,1407.3848,.10751915,1,0,1,,1,1
010999,2014,biological sciences,biologicalsciences,210,16014,250,500,106,17917,414,423,8613,2,Biological Sciences nec,0,1,biologicalsciences,0,0,1,9,0,13,0,8,9.6812181,9.0610275,1880.3848,.13750076,1,0,1,,2,2
010999,2015,biological sciences,biologicalsciences,193,16191,313,546,112,18113,424,335,8768,2,Biological Sciences nec,0,1,biologicalsciences,0,0,1,10,0,13,0,9,9.6922112,9.0788641,2057.3848,.14849377,1,0,1,,3,3
010999,2016,biological sciences,biologicalsciences,207,16570,451,581,139,18685,379,358,8917,2,Biological Sciences nec,0,1,biologicalsciences,0,0,1,11,0,13,0,10,9.7153492,9.0957146,2436.3848,.17163181,1,0,1,,4,4
010999,2017,biological sciences,biologicalsciences,205,16520,516,559,128,18646,361,357,9050,2,Biological Sciences n.e.c.,0,1,biologicalsciences,0,0,1,12,0,13,0,11,9.712327,9.1105204,2386.3848,.16860962,1,0,1,,5,5
010999,2018,biological sciences,biologicalsciences,209,16214,459,528,136,18367,398,422,9185,2,Biological Sciences n.e.c.,0,1,biologicalsciences,0,0,1,13,1,13,0,12,9.6936302,9.1253271,2080.3848,.14991283,1,0,1,,6,6
019900,2006,other natural and physical sciences,othernaturalandphysicalsciences,109,1202,19,19,13,1652,175,116,6979,2,Other Natural & Phys. Sciences,0,1,othernaturalandphysicalsciences,0,0,1,1,0,13,0,0,7.091742,8.8506613,-1681.6155,-.7516551,0,0,1,,-6,-6
019900,2007,other natural and physical sciences,othernaturalandphysicalsciences,118,1164,12,22,13,1639,179,131,7118,2,Other Natural & Phys. Sciences,0,1,othernaturalandphysicalsciences,0,0,1,2,0,13,0,1,7.0596175,8.8703823,-1719.6155,-.78377962,0,0,1,,-5,-5
019900,2008,other natural and physical sciences,othernaturalandphysicalsciences,163,1286,17,26,13,1811,168,139,7260,2,Other Natural & Phys. Sciences,0,1,othernaturalandphysicalsciences,0,0,1,3,0,13,0,2,7.1592917,8.8901348,-1597.6155,-.6841054,0,0,1,,-4,-4
019900,2009,other natural and physical sciences,othernaturalandphysicalsciences,183,1489,20,61,16,2156,177,210,4162,NP,Other Natural & Phys. Sciences,1,1,othernaturalandphysicalsciences,0,0,1,4,0,13,0,3,7.30586,8.3337507,-1394.6155,-.5375371,0,0,1,,-3,-3
019900,2010,other natural and physical sciences,othernaturalandphysicalsciences,159,2128,43,56,14,2816,190,228,4249,NP,Other Natural & Phys. Sciences,1,1,othernaturalandphysicalsciences,0,0,1,5,0,13,0,4,7.6629376,8.3544388,-755.61548,-.1804595,0,0,1,,-2,-2
019900,2011,other natural and physical sciences,othernaturalandphysicalsciences,136,2331,57,134,13,3149,220,258,4355,NP,Other Natural & Phys. Sciences,1,1,othernaturalandphysicalsciences,0,0,1,6,0,13,0,5,7.7540526,8.3790798,-552.61548,-.089344501,0,0,1,,-1,-1
019900,2012,other natural and physical sciences,othernaturalandphysicalsciences,150,2851,137,169,20,3837,225,284,4520,NP,Other Natural & Phys. Sciences,1,1,othernaturalandphysicalsciences,0,0,1,7,0,13,0,6,7.9554253,8.4162674,-32.615479,.11202812,0,0,1,,0,0
019900,2013,other natural and physical sciences,othernaturalandphysicalsciences,108,3431,147,208,20,4458,227,318,8363,2,Other Natural & Phys. Sciences,0,1,othernaturalandphysicalsciences,0,0,1,8,0,13,0,7,8.1406069,9.0315723,547.38452,.29720974,1,0,1,,1,1
019900,2014,other natural and physical sciences,othernaturalandphysicalsciences,89,3835,143,270,12,4902,247,305,8613,2,Other Natural & Phys. Sciences,0,1,othernaturalandphysicalsciences,0,0,1,9,0,13,0,8,8.2519245,9.0610275,951.38452,.40852737,1,0,1,,2,2
019900,2015,other natural and physical sciences,othernaturalandphysicalsciences,85,3944,213,280,25,5107,228,332,8768,2,Other Natural & Phys. Sciences,0,1,othernaturalandphysicalsciences,0,0,1,10,0,13,0,9,8.2799511,9.0788641,1060.3845,.43655396,1,0,1,,3,3
019900,2016,other natural and physical sciences,othernaturalandphysicalsciences,78,4301,249,352,17,5638,250,391,8917,2,Other Natural & Phys. Sciences,0,1,othernaturalandphysicalsciences,0,0,1,11,0,13,0,10,8.3666029,9.0957146,1417.3845,.52320576,1,0,1,,4,4
019900,2017,other natural and physical sciences,othernaturalandphysicalsciences,90,4619,276,329,22,5972,261,376,9050,2,Other Natural & Phys. Sciences,0,1,othernaturalandphysicalsciences,0,0,1,12,0,13,0,11,8.4379339,9.1105204,1735.3845,.59453678,1,0,1,,5,5
019900,2018,other natural and physical sciences,othernaturalandphysicalsciences,83,4906,292,416,31,6333,229,377,9185,2,Other Natural & Physical Sciences,0,1,othernaturalandphysicalsciences,0,0,1,13,1,13,0,12,8.4982138,9.1253271,2022.3845,.65481663,1,0,1,,6,6
020199,2006,computer science,computerscience,116,2667,43,39,27,3196,99,206,6979,2,Computer Science nec,0,0,computerscience,0,0,1,1,0,13,0,0,7.8887095,8.8506613,-392.15381,-.12281084,0,0,0,,,
020199,2007,computer science,computerscience,78,2642,53,43,24,3110,73,199,7118,2,Computer Science nec,0,0,computerscience,0,0,1,2,0,13,0,1,7.8792915,8.8703823,-417.15381,-.13222885,0,0,0,,,
020199,2008,computer science,computerscience,74,2430,87,45,21,2894,51,186,7260,2,Computer Science nec,0,0,computerscience,0,0,1,3,0,13,0,2,7.7956467,8.8901348,-629.15381,-.21587372,0,0,0,,,
020199,2009,computer science,computerscience,82,2539,101,68,19,3032,51,174,7412,2,Computer Science nec,0,0,computerscience,0,0,1,4,0,13,0,3,7.8395257,8.9108553,-520.15381,-.17199469,0,0,0,,,
020199,2010,computer science,computerscience,92,2668,160,84,17,3280,77,181,7567,2,Computer Science nec,0,0,computerscience,0,0,1,5,0,13,0,4,7.8890843,8.9315519,-391.15381,-.12243605,0,0,0,,,
020199,2011,computer science,computerscience,83,2692,195,98,20,3333,75,169,7756,2,Computer Science nec,0,0,computerscience,0,0,1,6,0,13,0,5,7.8980398,8.9562216,-367.15381,-.11348057,0,0,0,,,
020199,2012,computer science,computerscience,80,2961,210,79,19,3584,60,175,4520,2,Computer Science nec,0,0,computerscience,0,0,1,7,0,13,0,6,7.9932823,8.4162674,-98.153809,-.018238068,0,0,0,,,
020199,2013,computer science,computerscience,76,2961,257,70,18,3651,76,193,8363,2,Computer Science nec,0,0,computerscience,0,0,1,8,0,13,0,7,7.9932823,9.0315723,-98.153809,-.018238068,0,0,0,,,
020199,2014,computer science,computerscience,62,3269,258,54,28,3942,65,205,8613,2,Computer Science nec,0,0,computerscience,0,0,1,9,0,13,0,8,8.0922394,9.0610275,209.84619,.080718994,0,0,0,,,
020199,2015,computer science,computerscience,65,3300,246,42,21,3942,82,186,8768,2,Computer Science nec,0,0,computerscience,0,0,1,10,0,13,0,9,8.1016779,9.0788641,240.84619,.090157509,0,0,0,,,
020199,2016,computer science,computerscience,100,3433,288,45,27,4201,72,235,8917,2,Computer Science nec,0,0,computerscience,0,0,1,11,0,13,0,10,8.1411896,9.0957146,373.84619,.12966919,0,0,0,,,
020199,2017,computer science,computerscience,118,3950,384,25,20,4830,67,264,9050,2,Computer Science n.e.c.,0,0,computerscience,0,0,1,12,0,13,0,11,8.2814713,9.1105204,890.84619,.26995087,0,0,0,,,
020199,2018,computer science,computerscience,126,4257,491,27,26,5310,70,312,9185,2,Computer Science n.e.c.,0,0,computerscience,0,0,1,13,1,13,0,12,8.3563204,9.1253271,1197.8462,.3448,0,0,0,,,
020399,2006,information systems,informationsystems,167,2467,64,34,30,3071,39,270,6979,2,Information Systems nec,0,0,informationsystems,0,0,1,1,0,13,0,0,7.8107581,8.8506613,-79.692383,-.030396938,0,0,0,,,
020399,2007,information systems,informationsystems,154,2348,122,36,24,2966,28,255,7118,2,Information Systems nec,0,0,informationsystems,0,0,1,2,0,13,0,1,7.7613192,8.8703823,-198.69238,-.079835892,0,0,0,,,
020399,2008,information systems,informationsystems,138,2338,167,36,31,2982,23,250,7260,2,Information Systems nec,0,0,informationsystems,0,0,1,3,0,13,0,2,7.757051,8.8901348,-208.69238,-.084104061,0,0,0,,,
020399,2009,information systems,informationsystems,141,2484,185,58,26,3181,24,262,7412,2,Information Systems nec,0,0,informationsystems,0,0,1,4,0,13,0,3,7.8176255,8.9108553,-62.692383,-.02352953,0,0,0,,,
020399,2010,information systems,informationsystems,115,2406,168,60,17,3035,20,249,7567,2,Information Systems nec,0,0,informationsystems,0,0,1,5,0,13,0,4,7.7857208,8.9315519,-140.69238,-.055434227,0,0,0,,,
020399,2011,information systems,informationsystems,113,2558,201,41,18,3219,16,271,7756,2,Information Systems nec,0,0,informationsystems,0,0,1,6,0,13,0,5,7.846981,8.9562216,11.307617,.0058259964,0,0,0,,,
020399,2012,information systems,informationsystems,105,2644,186,48,10,3294,22,280,4520,2,Information Systems nec,0,0,informationsystems,0,0,1,7,0,13,0,6,7.8800483,8.4162674,97.307617,.038893223,0,0,0,,,
020399,2013,information systems,informationsystems,116,2448,229,81,13,3220,28,305,8363,2,Information Systems nec,0,0,informationsystems,0,0,1,8,0,13,0,7,7.8030267,9.0315723,-98.692383,-.038128376,0,0,0,,,
020399,2014,information systems,informationsystems,108,2737,212,61,7,3477,24,328,8613,2,Information Systems nec,0,0,informationsystems,0,0,1,9,0,13,0,8,7.9146175,9.0610275,190.30762,.073462486,0,0,0,,,
020399,2015,information systems,informationsystems,125,2713,193,47,10,3394,22,284,8768,2,Information Systems nec,0,0,informationsystems,0,0,1,10,0,13,0,9,7.9058104,9.0788641,166.30762,.064655304,0,0,0,,,
020399,2016,information systems,informationsystems,177,2628,206,44,6,3417,24,332,8917,2,Information Systems nec,0,0,informationsystems,0,0,1,11,0,13,0,10,7.8739786,9.0957146,81.307617,.032823563,0,0,0,,,
020399,2017,information systems,informationsystems,198,2693,234,41,9,3553,27,353,9050,2,Information Systems n.e.c.,0,0,informationsystems,0,0,1,12,0,13,0,11,7.8984113,9.1105204,146.30762,.057256222,0,0,0,,,
020399,2018,information systems,informationsystems,190,2643,229,34,6,3482,26,354,9185,2,Information Systems n.e.c.,0,0,informationsystems,0,0,1,13,1,13,0,12,7.8796701,9.1253271,96.307617,.038515091,0,0,0,,,
029900,2006,other information technology,otherinformationtechnology,33,749,25,60,9,1027,52,99,6979,2,Other Information Technology,0,0,otherinformationtechnology,0,0,1,1,0,13,0,0,6.6187391,8.8506613,-322.61536,-.32824755,0,0,0,,,
029900,2007,other information technology,otherinformationtechnology,36,725,29,118,8,1099,94,91,7118,2,Other Information Technology,0,0,otherinformationtechnology,0,0,1,2,0,13,0,1,6.5861716,8.8703823,-346.61536,-.36081505,0,0,0,,,
029900,2008,other information technology,otherinformationtechnology,45,587,34,135,7,950,46,96,7260,2,Other Information Technology,0,0,otherinformationtechnology,0,0,1,3,0,13,0,2,6.3750248,8.8901348,-484.61536,-.57196188,0,0,0,,,
029900,2009,other information technology,otherinformationtechnology,66,981,56,163,14,1501,42,180,7412,2,Other Information Technology,0,0,otherinformationtechnology,0,0,1,4,0,13,0,3,6.8885727,8.9108553,-90.615356,-.058413982,0,0,0,,,
029900,2010,other information technology,otherinformationtechnology,59,1038,92,220,< 10,1609,np,141,7567,2,Other Information Technology,0,0,otherinformationtechnology,0,0,1,5,0,13,0,4,6.9450512,8.9315519,-33.615356,-.001935482,0,0,0,,,
029900,2011,other information technology,otherinformationtechnology,56,1027,121,307,7,1697,39,140,7756,2,Other Information Technology,0,0,otherinformationtechnology,0,0,1,6,0,13,0,5,6.9343972,8.9562216,-44.615356,-.012589455,0,0,0,,,
029900,2012,other information technology,otherinformationtechnology,60,1159,122,243,5,1789,47,153,4520,2,Other Information Technology,0,0,otherinformationtechnology,0,0,1,7,0,13,0,6,7.0553126,8.4162674,87.384644,.10832596,0,0,0,,,
029900,2013,other information technology,otherinformationtechnology,65,1151,130,252,6,1820,40,177,8363,2,Other Information Technology,0,0,otherinformationtechnology,0,0,1,8,0,13,0,7,7.0483866,9.0315723,79.384644,.1013999,0,0,0,,,
029900,2014,other information technology,otherinformationtechnology,51,1292,145,235,2,1949,38,187,8613,2,Other Information Technology,0,0,otherinformationtechnology,0,0,1,9,0,13,0,8,7.1639466,9.0610275,220.38464,.21695995,0,0,0,,,
029900,2015,other information technology,otherinformationtechnology,40,1280,216,196,7,1916,30,147,8768,2,Other Information Technology,0,0,otherinformationtechnology,0,0,1,10,0,13,0,9,7.1546154,9.0788641,208.38464,.20762873,0,0,0,,,
029900,2016,other information technology,otherinformationtechnology,50,1380,246,165,7,2061,33,180,8917,2,Other Information Technology,0,0,otherinformationtechnology,0,0,1,11,0,13,0,10,7.2298388,9.0957146,308.38464,.28285217,0,0,0,,,
029900,2017,other information technology,otherinformationtechnology,63,1287,304,194,6,2105,40,211,9050,2,Other Information Technology,0,0,otherinformationtechnology,0,0,1,12,0,13,0,11,7.160069,9.1105204,215.38464,.21308231,0,0,0,,,
029900,2018,other information technology,otherinformationtechnology,86,1275,310,179,6,2115,41,218,9185,2,Other Information Technology,0,0,otherinformationtechnology,0,0,1,13,1,13,0,12,7.1507015,9.1253271,203.38464,.20371485,0,0,0,,,
